date,Wassily Kandinsky,Agostino Carracci,Albert Bierstadt,Albrecht Altdorfer,Albrecht Dürer,Aleksandra Ekster,Alexei Savrasov,Alexandre Benois,Alfred Sisley,Alphonse Mucha,Amedeo Modigliani,Anders Zorn,Andre Derain,Andrea Mantegna,Andrei Rublev,Andy Warhol,Annibale Carracci,Anthony van Dyck,Antoine Blanchard,Antoine Watteau,Arkhip Kuindzhi,Arnold Böcklin,Arshile Gorky,Aubrey Beardsley,August Macke,Auguste Rodin,Balthus,Barnett Newman,Bartolome Esteban Murillo,Benozzo Gozzoli,Bernardo Bellotto,Berthe Morisot,Boris Kustodiev,Camille Corot,Camille Pissarro,Canaletto,Caravaggio,Carl Larsson,Caspar David Friedrich,Chaim Soutine,Charles-Francois Daubigny,Childe Hassam,Claude Lorrain,Claude Monet,Correggio,Cy Twombly,Damien Hirst,Dante Gabriel Rossetti,David Alfaro Siqueiros,David Burliuk,Diego Rivera,Diego Velazquez,Domenico Ghirlandaio,Duccio,Edgar Degas,Edouard Manet,Edouard Vuillard,Edvard Munch,Edward Hopper,Egon Schiele,El Greco,El Lissitzky,Emil Nolde,Eric Fischl,Ernst Ludwig Kirchner,Erte,Eugene Boudin,Eugene Delacroix,Eyvind Earle,Felix Vallotton ,Ferdinand Hodler,Fernando Botero,Filippo Lippi,Fra Angelico,Francesco Hayez,Francis Picabia,Francisco Goya,Francisco de Zurbaran,Francois Boucher,Frantisek Kupka,Franz Marc,Franz Xaver Winterhalter,Frida Kahlo,Friedensreich Hundertwasser,Fyodor Vasilyev,George Frederick Watts,George Stubbs,Georges Braque,Georges Seurat,Georges de la Tour,Georgia O'Keeffe,Gerhard Richter,Giacomo Balla,Gian Lorenzo Bernini,Gino Severini,Giorgio de Chirico,Giorgione,Giotto,Giovanni Battista Tiepolo,Giovanni Bellini,Giovanni Boldini,Giuseppe Arcimboldo,Grandma Moses,Guido Reni,Gustav Klimt,Gustave Caillebotte,Gustave Courbet,Hans Baldung,Hans Holbein the Younger,Hans Memling,Henri Fantin-Latour,Henri Martin,Henri Matisse,Henri Rousseau,Henri de Toulouse-Lautrec,Henri-Edmond Cross,Hieronymus Bosch,Hiroshige,Ilya Repin,Isaac Levitan,Ivan Aivazovsky,Ivan Bilibin,Ivan Kramskoy,Ivan Shishkin,Jacek Malczewski,Jacek Yerka,Jackson Pollock,Jacob Jordaens,Jacopo Pontormo,Jacques-Louis David,James McNeill Whistler,James Tissot,Jamie Wyeth,Jan Matejko,Jan Steen,Jan van Eyck,Jean Arp,Jean Auguste Dominique Ingres,Jean Dubuffet,Jean Fouquet,Jean-Francois Millet,Jean-Leon Gerome,Jean-Michel Basquiat,Joan Miro,Joaquín Sorolla,Johannes Vermeer,John Atkinson Grimshaw,John Constable,John Everett Millais,John Henry Twachtman,John Singer Sargent,John Singleton Copley,John William Godward,John William Waterhouse,Jose Clemente Orozco,Joseph Beuys,Joseph Wright,Joshua Reynolds,Juan Gris,Karl Bryullov,Kathe Kollwitz,Katsushika Hokusai,Kazimir Malevich,Kitagawa Utamaro,Koloman Moser,Konstantin Korovin,Konstantin Makovsky,Konstantin Somov,Konstantin Yuon,Kuzma Petrov-Vodkin,Laszlo Moholy-Nagy,Leon Bakst,Lorenzo Lotto,Lucas Cranach the Elder,Lucian Freud,M.C. Escher,Man Ray,Marc Chagall,Marcel Duchamp,Mark Rothko,Martiros Saryan,Mary Cassatt,Matthias Grünewald,Maurice Prendergast,Maurice Utrillo,Maurice de Vlaminck,Max Beckmann,Max Ernst,Maxime Maufra,Michelangelo,Mikhail Nesterov,Mikhail Vrubel,Moise Kisling,N.C. Wyeth,Nicholas Roerich,Nicolas Poussin,Niko Pirosmani,Nikolai Ge,Nikolay Bogdanov-Belsky,Norman Rockwell,Octavio Ocampo,Odilon Redon,Orest Kiprensky,Oskar Kokoschka,Otto Dix,Pablo Picasso,Paolo Uccello,Paolo Veronese,Parmigianino,Paul Cezanne,Paul Delvaux,Paul Gauguin,Paul Klee,Paul Serusier,Paul Signac,Pavel Filonov,Peter Paul Rubens,Philip Guston,Piero della Francesca,Pierre Alechinsky,Pierre Bonnard,Pierre Puvis de Chavannes,Pierre-Auguste Renoir,Pierre-Paul Prud'hon,Piet Mondrian,Pieter Bruegel the Elder,Pietro Longhi,Pietro Perugino,Pyotr Konchalovsky,Qi Baishi,Raoul Dufy,Raphael Kirchner,Rembrandt,Remedios Varo,Rene Magritte,Richard Diebenkorn,Richard Hamilton,Robert Delaunay,Albrecht Altdorfer,Roy Lichtenstein,Salvador Dali,Sam Francis,Sandro Botticelli,Sergey Solomko,Sir Lawrence Alma-Tadema,Sonia Delaunay,Stanley Spencer,Suzanne Valadon,Tamara de Lempicka,Theo van Doesburg,Theo van Rysselberghe,Theodore Gericault,Theodore Rousseau,Thomas Cole,Thomas Eakins,Thomas Gainsborough,Tintoretto,Titian,Umberto Boccioni,Valentin Serov,Vasily Perov,Vasily Polenov,Vasily Surikov,Vasily Tropinin,Vasily Vereshchagin,Victor Borisov-Musatov,Viktor Vasnetsov,Vincent van Gogh,Vladimir Borovikovsky,Vladimir Makovsky,Willard Metcalf,Willem de Kooning,William Blake,William Hogarth,William Merritt Chase,William Turner,William-Adolphe Bouguereau,Winslow Homer,Zdzislaw Beksinski,Zinaida Serebriakova,Edouard Cortes,Honore Daumier,Jean-Honore Fragonard,Fernand Leger,Frederic Leighton,Giovanni Battista Piranesi,Gustave Dore,Gustave Moreau,Leonardo da Vinci,Limbourg brothers,Maurice Quentin de La Tour,Raphael,Tsukioka Yoshitoshi,Utagawa Kuniyoshi,Maria Primachenko,Mikalojus Ciurlionis
2012-07-01,6,8,11,19,30,3,11,13,20,20,31,11,19,5,21,30,15,12,15,12,2,15,7,14,18,13,12,9,6,16,19,18,15,15,15,19,42,17,12,16,5,23,10,23,14,8,24,20,18,12,10,1,7,12,21,18,10,1,14,23,18,11,12,9,19,26,9,20,10,6,7,38,4,12,20,14,22,13,12,14,9,2,31,20,6,8,6,11,13,7,5,34,13,16,13,13,9,19,5,11,10,10,9,8,100,19,14,14,14,8,7,8,19,11,9,0,18,14,30,27,20,19,16,40,10,22,18,14,4,12,14,10,2,7,15,17,9,19,10,5,11,4,40,0,10,28,7,23,18,2,17,6,10,13,34,20,7,15,1,19,17,14,25,14,6,12,16,21,0,30,11,10,10,14,5,15,11,1,22,28,18,2,5,0,24,14,9,12,6,21,32,31,10,10,27,8,19,44,0,7,8,30,0,24,18,22,7,16,15,4,13,17,10,10,9,46,16,5,16,5,6,8,16,2,19,13,3,8,8,12,16,6,18,13,11,9,6,5,19,13,19,15,18,9,18,11,4,8,10,12,3,11,11,8,7,14,8,34,11,5,5,5,18,10,10,0,13,3,12,0,0,11,14,11,16,0,19,8,9,0,16,7,23,9,6,12,19,11,3,5,7,27,8,6,11,5
2012-08-01,7,8,13,10,35,3,11,15,18,23,28,16,14,5,16,30,10,14,0,12,2,11,8,13,9,15,12,13,4,16,9,13,18,18,14,15,34,18,13,21,7,19,16,24,16,11,27,21,17,9,12,1,14,12,18,17,5,0,15,24,16,10,13,11,19,28,3,19,14,4,3,42,4,11,15,14,22,15,13,25,8,16,31,20,18,12,6,14,12,9,11,30,9,15,12,15,11,20,5,6,17,11,16,7,26,20,11,10,14,7,7,2,19,12,8,0,21,14,37,34,17,16,10,37,8,25,23,8,10,11,13,5,11,7,10,17,11,17,14,7,12,0,37,0,10,25,4,12,20,4,14,4,14,14,33,21,11,7,2,27,19,16,26,18,10,12,8,35,0,20,13,10,6,11,5,18,11,1,23,26,16,2,7,0,22,10,7,14,0,22,40,59,10,10,26,10,35,41,0,7,10,36,10,26,14,23,8,14,9,4,12,17,12,15,13,17,15,6,16,3,6,9,15,2,21,13,3,5,3,10,19,0,20,12,11,12,6,5,10,17,20,5,19,0,16,10,7,23,12,14,33,10,5,9,10,16,7,29,8,5,3,8,14,7,15,17,13,3,4,0,0,17,14,12,19,0,20,13,8,31,9,14,18,13,15,9,30,6,3,19,3,26,7,5,11,7
2012-09-01,10,6,14,16,34,10,20,22,21,25,29,23,19,11,35,47,17,18,21,20,5,19,7,19,11,15,12,14,7,15,18,27,25,28,20,50,47,19,24,29,15,23,21,29,23,13,25,28,18,15,16,1,14,15,28,21,8,1,22,28,20,14,15,10,24,25,11,32,16,8,22,48,5,18,11,22,32,16,29,24,11,5,35,26,18,13,8,22,18,16,12,34,13,22,13,23,11,26,7,11,12,23,11,14,29,28,19,10,21,16,8,23,27,17,9,13,24,25,47,49,23,46,16,51,16,25,31,22,22,20,14,15,2,15,13,25,22,22,27,13,22,12,42,0,12,33,12,16,29,0,21,12,16,19,27,25,17,10,3,44,27,18,39,70,10,6,28,25,3,25,20,11,10,22,8,25,16,1,30,38,92,3,10,6,34,23,14,15,12,29,59,59,16,9,28,17,45,40,0,7,13,46,30,29,28,29,12,19,24,6,24,21,21,12,18,38,19,8,26,12,12,12,25,4,29,20,6,8,0,10,18,6,24,12,14,16,13,14,16,23,23,17,25,0,21,21,7,25,12,15,17,18,7,20,8,12,9,33,19,7,5,12,34,5,23,11,68,3,25,8,14,20,20,13,5,12,25,18,10,0,16,22,31,20,20,13,34,23,4,5,16,32,8,5,11,9
2012-10-01,11,13,25,12,31,9,20,11,32,25,30,26,18,10,39,43,19,19,9,20,5,19,7,23,15,15,11,20,8,23,18,20,18,31,17,58,42,12,30,62,25,21,28,29,19,9,34,32,26,22,20,1,16,14,35,24,7,1,50,30,20,23,16,10,26,26,17,31,7,12,34,49,7,18,23,23,35,19,24,25,12,11,41,27,21,7,5,19,25,22,12,68,17,23,16,21,15,32,9,14,15,31,16,11,28,56,24,20,20,14,13,9,28,21,9,21,28,25,38,62,28,6,48,74,17,24,28,38,18,23,13,18,2,20,14,32,19,24,32,21,26,4,46,0,16,30,12,18,32,0,17,8,15,14,29,27,11,7,3,47,23,19,39,24,11,6,22,42,44,23,33,15,10,21,9,23,22,1,31,75,17,3,8,8,16,22,12,20,6,30,57,51,12,8,32,18,73,45,13,8,22,37,31,31,40,33,14,20,9,6,29,24,21,9,22,31,25,8,23,24,12,18,23,15,30,20,3,10,7,9,18,5,23,18,15,16,19,15,12,29,23,11,28,0,20,23,12,25,12,19,21,18,10,22,8,15,9,35,15,10,6,13,42,4,31,20,65,4,19,7,4,17,20,21,22,16,27,23,9,0,6,22,36,20,14,17,36,22,4,11,6,37,17,9,10,15
2012-11-01,10,16,18,11,33,0,38,19,30,25,33,16,25,9,41,42,12,26,23,23,5,28,7,16,19,100,13,11,10,12,25,12,34,25,24,45,38,18,31,55,20,21,19,28,13,9,21,25,27,8,18,1,12,13,36,26,9,1,37,31,15,14,20,14,29,30,7,34,16,11,19,47,6,20,24,16,34,18,25,27,14,11,36,26,5,13,10,22,22,19,12,34,11,22,17,20,13,31,9,14,15,27,15,14,28,46,20,17,24,20,15,9,28,22,9,18,24,28,46,53,32,21,37,52,14,25,28,30,19,18,23,20,11,32,16,25,17,27,23,13,29,0,41,0,15,27,9,19,26,4,25,9,9,17,26,26,17,8,3,45,23,22,44,20,22,6,26,29,29,18,21,20,11,23,15,22,15,1,34,51,29,3,12,3,26,28,17,21,0,30,41,51,17,13,25,17,61,63,40,10,18,44,22,35,45,31,14,16,20,7,16,25,22,18,20,35,22,9,19,13,8,12,22,13,28,21,3,5,2,6,15,5,23,20,18,9,18,15,11,21,25,11,28,8,24,31,8,25,12,13,15,20,15,16,12,32,8,32,17,12,6,12,33,13,32,5,38,4,30,58,8,20,20,17,17,5,27,20,9,0,21,22,42,19,19,17,35,18,4,11,9,37,8,6,12,14
2012-12-01,10,9,14,12,31,3,38,18,24,27,26,19,21,11,43,38,11,21,9,19,4,17,8,13,18,14,9,16,7,21,12,18,62,27,18,31,30,22,24,40,22,19,22,23,12,9,20,21,16,22,13,1,19,12,30,23,7,1,31,25,17,17,15,5,23,28,13,30,24,7,19,38,4,21,22,13,30,13,15,28,9,11,29,26,11,12,4,16,16,22,10,27,10,23,12,17,14,28,10,14,11,15,18,14,28,34,19,15,21,17,14,7,21,15,11,6,27,23,53,52,23,23,30,65,13,17,22,18,12,20,17,13,4,14,11,25,13,21,19,7,21,4,43,0,10,20,12,12,26,9,20,8,18,15,22,25,11,11,3,70,19,20,40,17,11,8,37,42,63,7,18,18,12,18,6,18,15,1,30,39,14,3,10,19,25,16,10,19,0,26,41,54,18,9,34,17,51,62,27,10,11,33,36,30,40,25,13,13,9,5,24,22,16,11,15,50,19,9,20,10,6,12,18,7,20,22,0,7,7,9,17,21,21,10,12,12,16,12,12,19,25,9,24,0,22,19,8,25,10,19,12,16,8,14,8,26,6,29,14,10,10,15,53,27,17,5,55,3,27,22,8,19,15,15,15,5,26,11,8,0,17,24,22,17,7,12,30,10,3,19,5,36,11,7,16,14
2013-01-01,11,10,14,11,30,14,45,16,32,25,31,22,19,8,44,38,15,17,13,16,7,25,8,20,14,15,10,23,9,13,15,18,25,28,19,44,31,21,27,60,21,13,20,28,23,8,21,22,17,10,16,1,15,15,34,33,7,1,29,29,17,12,20,15,23,26,20,34,34,12,39,36,7,22,37,14,35,19,19,51,13,2,34,29,25,12,14,21,23,23,10,31,11,22,12,16,17,31,13,14,17,20,17,13,28,45,18,13,26,14,13,19,28,24,12,11,26,24,43,42,29,27,22,55,15,14,25,25,17,19,15,20,5,18,12,32,23,23,24,10,19,7,41,0,14,21,9,15,23,5,36,3,17,15,25,24,11,12,2,48,27,20,40,24,3,4,34,29,34,13,11,24,12,18,9,21,23,1,32,36,22,3,13,3,19,19,19,22,5,28,42,57,19,6,32,17,54,65,25,8,12,35,37,35,48,28,16,20,17,6,17,23,22,23,19,25,24,10,18,11,10,8,26,10,24,23,8,6,18,9,18,10,23,19,13,11,13,9,11,21,25,15,25,0,21,26,4,21,10,13,25,21,8,12,7,24,7,33,17,10,10,14,64,19,18,19,35,4,21,47,8,20,18,19,4,0,26,16,16,26,19,16,33,16,8,9,25,15,4,11,7,35,10,7,11,17
2013-02-01,11,11,25,23,32,9,76,22,33,29,35,24,19,11,42,37,13,17,23,26,7,20,4,13,16,16,12,21,8,17,21,81,61,24,20,30,30,14,28,27,9,18,23,29,19,10,20,27,23,22,18,1,16,18,29,38,9,1,26,26,25,26,17,6,19,21,21,49,15,9,60,40,7,20,32,19,41,18,24,43,15,13,36,24,64,7,15,20,23,20,11,30,11,24,19,20,20,28,10,15,19,17,16,15,27,47,44,15,25,14,8,9,27,21,10,12,27,21,51,47,27,34,35,71,15,19,29,12,17,23,16,13,4,17,18,24,27,21,22,9,21,4,46,0,15,18,14,15,24,11,23,7,9,14,31,26,15,17,2,86,26,18,46,28,16,8,51,44,26,32,22,29,8,19,7,21,18,1,30,36,24,4,11,5,31,12,18,24,11,30,53,62,30,7,27,12,46,53,13,9,18,43,62,35,40,28,20,19,17,6,20,21,19,16,22,42,23,8,26,12,8,24,24,7,25,22,8,8,33,8,21,5,23,12,15,13,10,16,23,30,24,11,28,16,22,26,11,28,11,14,15,20,4,19,5,28,9,38,17,14,12,21,63,18,27,10,45,4,23,43,4,19,18,24,10,16,22,14,14,0,6,24,37,19,20,13,31,15,4,13,10,37,9,5,14,13
2013-03-01,11,12,17,15,32,5,66,14,24,44,39,19,15,10,32,42,20,24,8,23,9,20,7,12,22,18,11,17,9,16,16,24,70,22,20,21,35,9,29,25,24,15,18,28,23,9,17,24,22,7,17,1,16,13,28,32,10,1,16,29,27,19,18,14,38,31,62,33,16,8,51,43,6,26,21,20,38,22,22,29,14,13,36,25,24,13,14,21,30,20,13,30,16,28,15,19,15,30,13,17,17,19,16,11,25,35,23,14,24,26,13,19,26,24,11,11,25,25,49,51,31,44,40,74,12,20,28,19,25,22,17,10,5,22,16,29,21,24,17,15,20,0,50,0,18,19,16,17,28,3,19,5,7,20,36,26,25,12,2,78,20,20,50,20,16,6,43,37,42,19,16,12,8,19,7,23,12,2,32,40,24,4,9,7,26,17,10,23,5,35,33,51,23,12,29,16,33,48,36,7,13,38,56,34,43,30,16,18,19,6,27,23,19,18,26,38,25,8,33,9,7,11,21,10,26,22,3,6,19,10,19,5,28,16,17,18,14,14,15,28,25,11,28,7,19,22,13,22,11,17,25,16,6,19,9,33,11,46,18,8,7,16,36,16,27,18,38,4,34,26,4,23,20,16,13,14,27,15,10,0,9,19,44,22,10,10,26,22,4,12,12,39,9,3,25,16
2013-04-01,12,16,24,18,34,5,46,16,36,51,35,21,22,10,39,39,19,21,4,26,6,19,9,16,23,16,11,20,8,19,17,19,54,23,22,17,35,13,25,21,18,19,14,29,20,8,18,25,26,12,19,1,18,10,28,35,7,1,15,26,24,18,21,16,28,25,100,31,13,8,43,48,6,25,23,22,37,25,24,20,14,15,36,25,19,13,7,23,24,17,13,39,21,29,14,22,13,29,12,13,18,20,16,12,23,36,19,15,24,18,14,8,25,19,9,16,24,16,39,62,28,23,45,75,17,28,31,16,23,21,19,15,9,24,9,24,18,24,23,16,26,3,45,1,14,19,14,20,25,2,25,7,13,21,39,24,11,18,2,58,23,17,45,18,15,7,26,14,89,16,20,22,7,17,5,20,18,1,34,32,19,4,9,12,24,17,7,25,5,32,63,55,15,12,27,18,37,55,48,8,16,42,36,33,53,33,18,15,21,5,26,23,20,22,32,35,27,8,22,12,10,14,22,12,29,21,8,9,21,9,17,10,27,15,16,15,14,14,18,26,24,12,31,15,17,24,9,32,11,17,5,17,13,13,10,23,10,39,20,18,9,21,53,24,28,14,36,4,31,46,0,25,19,21,7,5,25,14,10,0,17,19,42,21,19,14,27,18,5,10,13,39,6,6,23,19
2013-05-01,11,10,17,14,31,8,18,26,27,47,28,22,20,9,72,39,14,17,16,24,4,23,13,18,18,18,12,72,8,15,23,21,38,21,20,21,36,15,24,26,14,31,13,31,15,9,20,21,27,10,18,1,13,13,26,30,7,1,16,24,22,16,18,27,31,19,64,31,10,11,40,48,5,22,34,21,36,24,17,22,14,15,38,24,9,9,8,22,26,20,8,31,23,26,14,25,19,29,11,14,17,17,14,16,23,43,20,9,23,15,13,20,25,25,8,5,22,13,46,43,25,33,26,61,14,26,32,22,15,20,11,13,8,26,13,23,17,22,22,13,21,3,50,0,15,17,4,17,22,2,31,4,11,15,36,29,8,10,2,70,18,22,41,29,6,10,38,39,21,16,13,15,8,19,5,21,18,1,31,39,8,4,11,17,20,20,12,23,5,33,61,49,24,16,23,13,23,66,12,8,17,42,39,31,98,31,14,18,16,6,17,23,19,26,31,13,24,9,23,12,8,13,23,13,26,19,20,11,4,8,19,5,22,18,15,11,18,13,14,27,24,12,47,7,19,17,7,25,15,13,16,19,15,15,8,23,9,41,25,7,8,19,32,14,26,13,54,4,10,13,15,15,18,15,15,0,26,11,12,0,22,17,33,25,13,10,28,19,5,10,7,43,8,5,51,14
2013-06-01,9,8,13,13,25,11,16,14,20,25,29,19,19,8,30,33,14,20,21,16,3,19,10,17,16,13,10,23,8,11,12,13,15,20,21,23,27,11,20,16,18,13,15,25,17,7,18,19,20,13,13,1,17,9,23,27,7,1,13,23,19,15,20,11,20,21,39,28,8,8,27,40,3,17,16,16,28,17,16,17,11,10,31,20,10,11,11,18,20,14,9,20,15,21,13,22,15,24,6,9,9,13,12,13,20,25,16,13,22,11,10,8,19,16,7,8,21,12,34,40,19,21,20,38,12,12,22,16,16,13,12,10,9,12,9,18,20,20,24,16,17,0,45,0,14,14,8,15,21,5,28,4,18,12,27,24,12,8,3,29,20,18,38,17,12,9,23,23,7,6,13,21,7,14,5,19,12,1,29,34,22,2,11,12,26,15,12,20,0,27,56,43,12,5,27,12,31,43,12,6,13,39,16,31,45,25,16,23,13,5,19,22,15,25,23,14,18,7,17,4,6,17,18,8,25,16,0,5,4,7,16,5,18,10,13,15,10,9,13,18,20,9,43,0,10,16,9,20,12,11,17,14,6,9,6,33,8,31,21,6,4,15,23,10,15,9,20,3,14,13,0,14,15,14,9,0,22,7,10,26,8,14,24,14,12,9,26,10,4,5,8,30,5,6,24,9
2013-07-01,6,7,16,14,22,0,14,11,16,25,27,21,11,7,32,30,10,9,4,16,5,17,3,13,13,14,11,35,5,12,17,12,10,15,18,13,22,23,13,16,20,26,16,22,14,6,15,24,13,12,11,1,8,11,18,17,5,0,11,19,17,11,20,21,13,21,29,21,59,8,18,32,3,13,14,15,19,13,13,17,6,11,32,15,5,4,9,14,13,12,6,16,5,16,8,18,10,20,6,8,12,10,12,11,19,29,11,13,15,8,11,4,16,16,7,8,19,16,28,55,18,21,22,32,6,16,19,10,13,11,11,13,8,7,11,16,16,17,32,9,8,0,55,0,10,13,7,11,17,3,22,2,7,11,16,17,13,6,2,29,15,17,28,48,16,4,23,14,7,33,9,16,4,10,6,15,12,1,21,27,9,1,4,12,23,14,9,14,10,21,70,40,14,11,21,8,31,51,12,6,9,31,4,21,15,20,8,36,9,4,9,18,10,4,21,24,16,5,10,4,7,12,16,8,19,12,8,5,2,7,18,5,100,11,8,26,8,3,14,19,17,5,29,0,13,15,5,26,10,13,16,7,11,8,8,16,7,26,9,5,4,12,20,6,9,9,11,3,0,13,15,14,12,13,11,0,18,11,9,26,11,9,24,9,8,9,28,9,3,6,3,20,7,4,11,8
2013-08-01,6,13,19,16,21,3,11,11,15,27,25,20,12,6,20,34,7,13,8,13,3,14,14,12,13,11,14,15,5,8,12,8,20,14,14,15,22,18,11,19,18,16,12,23,13,6,15,18,18,12,12,1,9,8,16,21,4,0,11,18,14,20,20,19,12,17,13,17,24,9,7,35,4,11,14,8,21,6,15,19,8,7,32,17,0,11,14,17,11,11,7,17,7,15,19,14,8,18,7,9,7,10,14,7,18,21,10,15,18,7,5,8,17,13,7,0,18,15,27,28,13,26,16,36,4,11,19,11,13,9,12,9,13,6,12,16,12,17,19,7,11,6,47,0,9,15,7,12,18,0,22,4,11,15,20,17,10,9,1,26,17,14,31,23,6,4,6,22,5,10,10,15,5,12,4,15,21,1,21,33,15,1,7,5,26,6,7,15,5,24,58,35,21,15,22,9,41,41,35,5,9,33,8,29,14,21,5,16,10,3,13,15,12,10,20,27,15,5,10,5,6,12,17,5,20,16,2,4,0,5,14,9,19,20,9,28,7,6,16,17,19,9,29,0,14,12,7,21,12,9,8,7,5,12,4,22,5,25,9,3,3,11,13,4,14,0,11,3,0,6,7,15,11,8,6,0,18,13,9,0,13,19,24,9,11,8,24,9,3,25,4,24,9,3,5,8
2013-09-01,10,8,22,20,29,8,24,10,25,28,25,26,17,9,25,34,12,18,12,11,3,19,10,16,15,13,17,21,6,12,18,11,24,17,23,18,34,18,24,23,29,18,15,26,16,8,14,19,17,22,15,1,17,15,22,20,6,1,16,23,20,12,19,20,16,30,15,29,16,26,20,37,5,17,24,15,28,18,21,21,11,5,36,23,14,9,11,48,21,12,11,39,10,21,16,20,13,28,5,15,14,19,18,9,21,30,17,23,28,12,13,14,26,15,7,3,22,21,27,48,24,64,25,51,15,17,23,25,12,15,15,11,6,13,11,26,25,19,29,6,21,13,48,0,10,17,6,17,24,2,26,5,3,11,31,17,12,5,2,49,19,17,39,26,9,5,25,31,9,30,18,16,8,15,7,19,18,1,26,36,85,2,11,10,32,15,13,19,0,29,60,60,17,7,26,10,55,55,23,8,12,29,31,26,29,24,12,19,9,5,16,20,19,23,24,20,18,5,18,9,8,17,19,8,30,18,2,6,2,5,15,5,22,21,13,26,7,13,20,25,21,10,33,7,18,19,8,33,10,12,21,16,16,14,8,15,6,32,13,8,6,16,30,4,24,9,66,4,10,32,11,20,16,16,13,5,20,11,10,0,18,17,20,16,15,10,25,16,4,9,17,32,6,5,19,15
2013-10-01,10,14,21,11,33,5,11,22,34,28,29,19,20,9,42,44,14,16,8,19,5,27,6,15,11,15,29,24,8,16,18,18,31,21,25,23,37,36,24,25,17,16,21,29,16,7,21,28,22,18,23,1,20,11,24,23,8,1,15,29,22,22,20,18,24,18,15,27,23,100,22,42,5,21,32,22,33,20,19,21,13,9,55,22,18,11,6,52,26,22,13,28,12,25,17,20,17,30,8,14,13,28,15,9,25,51,17,19,23,17,15,15,25,18,8,12,24,17,49,54,32,32,28,71,13,11,27,43,20,20,13,11,6,18,13,22,15,22,25,6,22,0,57,0,11,18,12,17,21,3,26,5,9,18,29,22,22,12,3,41,25,19,50,28,11,6,37,21,48,13,20,17,6,22,10,23,19,1,33,32,28,2,10,0,20,11,11,19,5,31,44,85,30,8,32,14,69,66,0,9,10,39,30,41,43,28,15,17,18,6,16,20,24,8,37,22,22,10,30,7,9,9,22,8,27,21,5,7,6,6,20,0,23,33,18,16,11,16,11,35,21,13,34,0,21,27,9,25,8,20,20,19,7,15,8,25,7,34,17,7,7,23,43,7,25,13,71,4,6,30,10,23,19,18,10,9,22,12,11,0,24,22,34,15,19,11,32,23,4,19,11,32,6,5,5,17
2013-11-01,10,9,20,10,36,15,23,17,27,28,32,28,20,7,41,46,15,20,8,19,7,25,9,13,19,15,18,27,7,16,17,19,34,22,23,21,35,24,29,18,32,16,26,31,17,10,18,25,27,23,18,1,11,10,26,24,5,1,16,23,23,18,24,9,23,23,17,31,14,82,10,40,6,23,26,15,33,30,21,20,19,11,47,22,45,8,15,47,20,22,12,33,13,26,18,21,16,30,9,14,14,25,14,14,24,47,18,13,24,19,14,8,26,19,9,7,24,20,34,52,25,39,35,56,13,20,26,37,16,21,16,10,5,30,17,22,18,22,30,17,22,3,48,1,14,19,12,18,21,6,30,7,11,16,27,24,22,12,4,41,25,20,55,23,15,6,30,32,17,25,20,24,10,24,26,23,25,1,31,39,36,3,13,14,23,16,21,20,0,30,51,52,20,8,35,15,87,58,67,10,16,41,22,46,62,30,13,17,15,5,17,19,27,7,23,41,22,12,23,10,8,13,25,6,30,18,5,4,8,8,15,4,24,38,17,14,13,19,10,29,21,13,32,0,19,30,14,36,11,16,20,24,9,21,14,26,8,33,16,12,11,16,24,17,22,4,40,4,31,6,3,21,21,16,18,4,28,17,11,0,12,27,31,23,10,12,31,15,4,15,9,32,10,5,13,16
2013-12-01,11,11,23,23,30,7,21,20,33,25,32,37,18,10,49,45,12,25,12,18,4,26,5,15,17,14,17,37,8,16,25,18,36,23,23,21,33,22,25,25,21,14,21,27,15,9,20,24,20,12,17,1,17,15,26,23,10,1,18,29,22,16,24,10,22,27,27,33,23,64,20,35,6,16,41,18,29,28,21,17,12,9,41,22,9,8,15,42,20,25,9,26,13,22,12,27,16,30,6,7,13,17,12,15,27,63,18,16,19,14,11,10,22,14,10,13,26,13,45,47,32,42,25,68,18,23,22,27,15,22,17,14,9,14,18,22,20,19,21,15,18,3,49,0,12,22,12,19,24,5,27,5,9,20,27,23,17,11,3,68,16,17,54,25,14,6,49,27,46,34,15,21,13,15,11,18,14,1,27,35,26,3,11,2,20,12,13,19,5,25,75,85,10,15,31,15,79,70,34,12,8,34,37,51,46,24,14,17,22,5,21,21,23,13,24,29,18,7,24,8,8,17,23,5,25,20,7,6,6,8,17,4,24,24,16,17,9,17,23,19,19,15,30,14,25,22,17,28,14,16,15,19,9,9,8,23,8,34,19,8,10,22,58,30,18,21,52,3,44,73,10,18,15,16,12,0,31,12,12,0,32,23,35,15,17,9,37,17,3,5,10,34,9,4,13,14
