date,Wassily Kandinsky,Agostino Carracci,Albert Bierstadt,Albrecht Altdorfer,Albrecht Dürer,Aleksandra Ekster,Alexei Savrasov,Alexandre Benois,Alfred Sisley,Alphonse Mucha,Amedeo Modigliani,Anders Zorn,Andre Derain,Andrea Mantegna,Andrei Rublev,Andy Warhol,Annibale Carracci,Anthony van Dyck,Antoine Blanchard,Antoine Watteau,Arkhip Kuindzhi,Arnold Böcklin,Arshile Gorky,Aubrey Beardsley,August Macke,Auguste Rodin,Balthus,Barnett Newman,Bartolome Esteban Murillo,Benozzo Gozzoli,Bernardo Bellotto,Berthe Morisot,Boris Kustodiev,Camille Corot,Camille Pissarro,Canaletto,Caravaggio,Carl Larsson,Caspar David Friedrich,Chaim Soutine,Charles-Francois Daubigny,Childe Hassam,Claude Lorrain,Claude Monet,Correggio,Cy Twombly,Damien Hirst,Dante Gabriel Rossetti,David Alfaro Siqueiros,David Burliuk,Diego Rivera,Diego Velazquez,Domenico Ghirlandaio,Duccio,Edgar Degas,Edouard Manet,Edouard Vuillard,Edvard Munch,Edward Hopper,Egon Schiele,El Greco,El Lissitzky,Emil Nolde,Eric Fischl,Ernst Ludwig Kirchner,Erte,Eugene Boudin,Eugene Delacroix,Eyvind Earle,Felix Vallotton ,Ferdinand Hodler,Fernando Botero,Filippo Lippi,Fra Angelico,Francesco Hayez,Francis Picabia,Francisco Goya,Francisco de Zurbaran,Francois Boucher,Frantisek Kupka,Franz Marc,Franz Xaver Winterhalter,Frida Kahlo,Friedensreich Hundertwasser,Fyodor Vasilyev,George Frederick Watts,George Stubbs,Georges Braque,Georges Seurat,Georges de la Tour,Georgia O'Keeffe,Gerhard Richter,Giacomo Balla,Gian Lorenzo Bernini,Gino Severini,Giorgio de Chirico,Giorgione,Giotto,Giovanni Battista Tiepolo,Giovanni Bellini,Giovanni Boldini,Giuseppe Arcimboldo,Grandma Moses,Guido Reni,Gustav Klimt,Gustave Caillebotte,Gustave Courbet,Hans Baldung,Hans Holbein the Younger,Hans Memling,Henri Fantin-Latour,Henri Martin,Henri Matisse,Henri Rousseau,Henri de Toulouse-Lautrec,Henri-Edmond Cross,Hieronymus Bosch,Hiroshige,Ilya Repin,Isaac Levitan,Ivan Aivazovsky,Ivan Bilibin,Ivan Kramskoy,Ivan Shishkin,Jacek Malczewski,Jacek Yerka,Jackson Pollock,Jacob Jordaens,Jacopo Pontormo,Jacques-Louis David,James McNeill Whistler,James Tissot,Jamie Wyeth,Jan Matejko,Jan Steen,Jan van Eyck,Jean Arp,Jean Auguste Dominique Ingres,Jean Dubuffet,Jean Fouquet,Jean-Francois Millet,Jean-Leon Gerome,Jean-Michel Basquiat,Joan Miro,Joaquín Sorolla,Johannes Vermeer,John Atkinson Grimshaw,John Constable,John Everett Millais,John Henry Twachtman,John Singer Sargent,John Singleton Copley,John William Godward,John William Waterhouse,Jose Clemente Orozco,Joseph Beuys,Joseph Wright,Joshua Reynolds,Juan Gris,Karl Bryullov,Kathe Kollwitz,Katsushika Hokusai,Kazimir Malevich,Kitagawa Utamaro,Koloman Moser,Konstantin Korovin,Konstantin Makovsky,Konstantin Somov,Konstantin Yuon,Kuzma Petrov-Vodkin,Laszlo Moholy-Nagy,Leon Bakst,Lorenzo Lotto,Lucas Cranach the Elder,Lucian Freud,M.C. Escher,Man Ray,Marc Chagall,Marcel Duchamp,Mark Rothko,Martiros Saryan,Mary Cassatt,Matthias Grünewald,Maurice Prendergast,Maurice Utrillo,Maurice de Vlaminck,Max Beckmann,Max Ernst,Maxime Maufra,Michelangelo,Mikhail Nesterov,Mikhail Vrubel,Moise Kisling,N.C. Wyeth,Nicholas Roerich,Nicolas Poussin,Niko Pirosmani,Nikolai Ge,Nikolay Bogdanov-Belsky,Norman Rockwell,Octavio Ocampo,Odilon Redon,Orest Kiprensky,Oskar Kokoschka,Otto Dix,Pablo Picasso,Paolo Uccello,Paolo Veronese,Parmigianino,Paul Cezanne,Paul Delvaux,Paul Gauguin,Paul Klee,Paul Serusier,Paul Signac,Pavel Filonov,Peter Paul Rubens,Philip Guston,Piero della Francesca,Pierre Alechinsky,Pierre Bonnard,Pierre Puvis de Chavannes,Pierre-Auguste Renoir,Pierre-Paul Prud'hon,Piet Mondrian,Pieter Bruegel the Elder,Pietro Longhi,Pietro Perugino,Pyotr Konchalovsky,Qi Baishi,Raoul Dufy,Raphael Kirchner,Rembrandt,Remedios Varo,Rene Magritte,Richard Diebenkorn,Richard Hamilton,Robert Delaunay,Albrecht Altdorfer,Roy Lichtenstein,Salvador Dali,Sam Francis,Sandro Botticelli,Sergey Solomko,Sir Lawrence Alma-Tadema,Sonia Delaunay,Stanley Spencer,Suzanne Valadon,Tamara de Lempicka,Theo van Doesburg,Theo van Rysselberghe,Theodore Gericault,Theodore Rousseau,Thomas Cole,Thomas Eakins,Thomas Gainsborough,Tintoretto,Titian,Umberto Boccioni,Valentin Serov,Vasily Perov,Vasily Polenov,Vasily Surikov,Vasily Tropinin,Vasily Vereshchagin,Victor Borisov-Musatov,Viktor Vasnetsov,Vincent van Gogh,Vladimir Borovikovsky,Vladimir Makovsky,Willard Metcalf,Willem de Kooning,William Blake,William Hogarth,William Merritt Chase,William Turner,William-Adolphe Bouguereau,Winslow Homer,Zdzislaw Beksinski,Zinaida Serebriakova,Edouard Cortes,Honore Daumier,Jean-Honore Fragonard,Fernand Leger,Frederic Leighton,Giovanni Battista Piranesi,Gustave Dore,Gustave Moreau,Leonardo da Vinci,Limbourg brothers,Maurice Quentin de La Tour,Raphael,Tsukioka Yoshitoshi,Utagawa Kuniyoshi,Maria Primachenko,Mikalojus Ciurlionis
2008-02-01,16,27,27,45,37,11,9,47,47,35,65,24,43,13,36,66,28,34,34,44,5,20,11,34,12,25,24,17,15,26,21,31,8,38,31,44,95,6,44,72,49,13,40,43,31,13,24,38,38,51,25,2,16,24,52,40,10,1,22,51,35,35,44,24,34,34,33,48,20,26,29,50,11,27,52,48,57,38,29,25,20,8,38,41,39,13,19,39,36,41,28,28,35,39,29,45,12,39,14,26,21,46,38,20,41,43,31,26,43,46,8,0,41,34,19,0,40,35,40,47,23,70,54,52,34,20,40,52,29,34,31,16,8,31,21,43,28,41,49,27,32,0,50,1,45,26,3,29,46,7,23,10,27,33,34,31,41,26,5,55,38,30,69,31,0,2,0,12,19,17,39,27,17,100,11,42,30,1,49,65,0,8,37,0,44,94,30,36,0,41,45,38,55,13,22,35,45,12,0,13,44,68,33,48,36,46,25,44,41,10,20,44,33,17,34,56,38,13,42,100,12,28,33,27,43,28,10,9,9,22,28,20,39,25,24,13,31,24,45,32,28,25,44,0,39,44,29,21,21,34,33,40,23,26,20,28,15,54,29,9,4,24,80,8,20,19,35,5,0,27,0,35,37,32,18,0,23,37,13,0,23,38,23,43,25,24,36,27,6,10,22,51,17,7,15,34
2008-03-01,14,19,33,12,41,20,35,32,56,31,68,35,46,16,49,75,34,16,16,46,4,26,7,33,29,26,20,36,12,40,64,30,39,23,39,45,54,41,39,43,46,15,33,43,24,14,19,33,30,19,20,2,22,23,45,35,15,1,24,42,35,25,33,16,37,41,18,53,6,14,37,48,8,33,46,43,58,28,20,29,23,7,41,38,55,12,12,41,40,34,36,34,33,36,34,37,28,47,17,29,12,38,31,13,39,22,35,28,38,24,13,23,41,34,15,10,30,30,58,41,26,22,31,48,36,18,38,18,20,38,12,9,15,31,18,42,23,40,51,15,29,12,48,1,31,37,10,23,71,0,24,14,12,36,38,33,31,10,4,25,31,33,63,29,25,9,0,11,9,39,43,25,20,50,12,39,34,2,46,53,0,8,16,0,31,86,18,39,0,44,14,46,36,15,30,38,8,11,0,10,29,58,31,41,41,47,35,23,23,9,22,37,35,23,30,39,35,11,41,81,12,16,39,31,46,32,0,15,8,26,28,0,37,31,23,10,23,24,12,32,30,20,42,0,22,51,14,35,18,20,10,32,35,19,15,22,16,52,31,8,14,23,37,0,22,35,27,5,13,0,0,32,32,26,42,0,27,23,16,0,7,43,35,26,16,42,32,14,6,29,26,61,13,6,0,23
2008-04-01,15,6,25,15,44,30,9,24,46,33,59,16,36,15,27,66,23,38,16,44,7,54,19,33,34,24,22,41,15,30,36,29,8,33,45,41,44,37,45,46,45,20,39,48,25,11,21,32,39,9,28,2,27,14,46,39,15,1,27,40,42,34,30,54,40,22,22,51,12,12,63,52,16,37,39,41,62,45,22,33,25,21,42,44,36,24,17,37,52,31,29,32,36,39,27,42,26,40,11,33,19,27,22,16,37,36,35,24,35,64,21,8,40,36,15,10,34,31,65,57,16,57,19,64,41,50,45,24,25,40,19,12,29,51,31,41,19,46,44,20,36,12,57,1,32,27,3,43,44,12,27,9,12,29,50,38,38,12,5,50,48,34,68,29,25,4,37,65,0,23,24,35,14,51,17,39,35,2,61,65,8,13,24,0,35,89,33,47,0,49,14,35,10,15,36,34,33,25,0,13,28,56,15,44,43,47,25,30,35,10,25,40,40,23,42,52,44,15,40,33,14,44,35,12,47,27,38,9,0,15,46,0,38,32,22,14,24,20,15,35,32,10,41,0,36,43,20,31,17,25,31,22,49,34,22,44,18,53,38,5,9,15,31,23,22,35,15,5,13,25,14,31,36,33,0,0,26,29,12,0,7,40,54,21,39,30,41,25,6,5,10,54,15,5,14,37
2008-05-01,15,18,38,30,38,60,9,20,65,33,57,19,36,19,60,64,23,21,0,51,2,31,20,26,31,29,21,38,18,30,28,37,8,42,27,39,45,25,41,32,23,11,32,43,33,12,21,39,30,9,24,2,12,19,43,37,9,1,23,40,38,30,34,22,46,30,13,55,43,20,31,56,13,33,37,43,60,51,27,36,17,21,40,38,18,24,22,40,43,29,29,26,36,34,18,44,24,47,13,33,18,32,30,26,36,40,34,16,38,34,10,54,39,40,15,20,32,37,46,47,20,7,12,64,59,31,42,36,27,36,33,12,14,53,19,41,37,42,45,10,27,12,47,1,36,25,3,36,39,0,17,9,12,25,66,45,23,19,5,58,37,23,56,26,43,2,0,32,0,31,32,44,10,48,34,41,26,2,56,49,8,9,17,0,38,72,23,36,19,49,41,55,30,14,28,30,16,21,45,10,40,61,30,44,46,46,23,22,46,10,22,36,43,23,20,26,36,23,38,9,12,26,32,19,45,27,19,10,8,8,56,0,32,37,29,16,52,17,30,35,30,26,37,0,30,35,9,27,23,27,10,30,21,20,13,25,15,58,50,8,12,4,55,15,25,17,17,5,25,0,0,39,29,24,25,0,21,18,13,0,14,39,37,42,31,25,46,24,6,0,0,48,23,4,7,23
2008-06-01,13,13,31,8,25,0,18,20,32,33,35,10,23,9,31,54,27,23,16,46,2,37,7,34,14,24,30,30,14,22,49,27,8,38,31,33,36,20,27,25,85,15,29,39,30,24,20,37,26,0,18,100,15,14,34,31,9,1,12,35,21,29,40,10,49,37,9,45,0,8,38,46,8,23,18,25,45,13,18,21,21,22,32,34,0,25,0,30,26,35,24,20,37,30,44,43,19,37,10,18,16,21,31,13,40,34,29,12,23,22,11,16,33,28,11,31,25,23,36,32,13,15,19,16,13,14,32,12,13,22,21,9,7,12,16,28,34,38,27,15,40,13,49,1,26,25,6,23,33,13,11,5,13,23,43,27,19,14,4,51,27,31,46,27,6,4,13,33,0,24,28,5,6,25,12,31,28,1,46,40,8,5,7,0,40,68,16,22,19,35,14,57,21,12,29,21,34,4,0,10,29,50,31,38,23,38,36,16,27,8,19,33,24,8,41,13,29,7,26,14,9,21,25,6,34,14,29,6,8,24,57,19,29,20,18,8,17,24,8,24,25,10,27,0,36,18,21,40,16,18,0,27,22,10,10,19,13,35,56,3,11,23,19,8,16,53,18,4,26,0,14,29,23,23,25,0,31,14,13,0,80,26,33,21,32,15,41,18,5,5,21,45,23,7,0,9
2008-07-01,8,24,19,19,23,10,17,12,21,29,40,9,16,10,24,41,12,17,0,18,1,15,7,26,0,16,30,9,6,15,27,19,0,41,30,21,24,29,20,20,37,14,30,25,34,14,14,20,12,28,11,1,5,15,19,21,4,0,10,25,18,15,26,13,34,23,17,26,30,7,47,32,12,18,17,31,29,18,13,21,11,7,28,25,18,12,12,17,17,22,9,19,5,19,18,29,15,29,6,6,7,10,21,10,30,11,9,8,26,15,18,23,21,14,7,0,24,25,27,20,14,35,31,31,9,22,28,12,2,16,13,9,11,6,5,20,16,27,30,10,18,0,43,0,17,23,0,25,28,0,21,9,12,29,29,23,22,19,2,16,29,32,27,23,0,3,0,11,0,0,22,34,8,19,8,22,15,100,35,42,24,4,7,0,38,49,14,15,0,26,14,0,30,17,20,17,57,10,0,8,12,46,0,18,30,28,20,18,9,6,14,19,18,45,20,0,23,9,18,5,9,15,19,12,23,14,19,6,0,17,31,0,26,30,11,10,12,3,19,14,20,13,19,0,46,27,11,11,17,11,10,19,21,13,15,14,10,25,19,5,7,4,12,15,9,17,10,3,25,0,0,15,17,15,16,0,36,12,9,0,14,15,14,20,19,23,30,10,3,5,15,31,17,7,13,7
2008-08-01,9,0,28,11,25,10,0,39,25,31,37,32,11,10,12,51,7,25,47,17,2,28,5,27,16,18,32,16,6,9,28,13,15,37,24,27,28,17,14,20,15,14,20,25,27,14,19,21,25,9,13,1,12,11,21,22,11,0,16,23,22,10,36,16,32,29,4,27,25,8,16,43,4,19,15,21,30,23,9,23,13,21,30,28,18,8,5,25,14,23,17,16,11,18,18,18,12,27,24,9,12,10,13,11,30,22,20,32,26,7,13,15,25,16,10,10,27,26,22,18,11,14,6,35,11,32,27,18,12,17,13,15,22,4,5,26,13,30,15,0,9,25,33,0,15,36,0,14,27,0,12,14,12,27,42,40,15,64,2,33,32,22,27,29,0,0,12,32,0,8,19,15,6,18,7,27,14,1,32,42,8,4,16,0,34,29,22,16,0,28,0,50,40,3,31,18,41,25,45,11,20,49,0,19,26,30,10,22,26,5,25,22,17,8,13,0,18,10,21,14,11,28,22,6,28,18,0,6,0,20,32,0,26,30,12,10,11,10,11,18,22,17,26,0,33,10,16,35,9,20,10,12,0,10,10,18,10,29,16,3,5,11,12,0,3,17,5,4,0,25,14,13,17,20,8,0,29,11,13,0,28,19,16,18,15,18,25,12,4,29,15,35,3,8,0,12
2008-09-01,14,45,43,21,38,9,16,29,25,33,41,12,24,24,42,55,32,23,43,32,2,16,9,27,20,19,34,35,12,30,36,18,28,37,22,29,39,20,32,24,21,32,41,34,97,20,100,29,29,9,18,1,20,12,35,33,8,1,18,38,31,21,51,17,30,39,8,45,0,10,72,48,11,22,20,24,44,18,16,17,24,7,37,40,33,19,9,38,35,25,25,24,18,36,25,33,18,44,14,26,16,37,35,15,34,28,29,11,32,28,12,21,33,23,11,9,30,33,21,33,16,7,11,50,24,62,35,11,11,28,26,8,17,32,27,42,20,42,43,5,29,11,44,1,18,40,3,20,23,6,27,17,6,22,39,28,38,24,4,31,44,26,51,22,6,8,23,20,8,21,46,18,16,18,7,33,21,2,49,71,7,6,24,0,28,29,24,34,0,41,25,23,37,11,17,32,15,16,0,13,48,54,28,39,34,44,26,23,11,8,7,30,31,21,26,24,28,8,22,26,8,24,29,17,41,27,0,15,7,21,28,0,40,14,20,23,14,14,21,29,29,27,37,26,25,32,17,21,15,23,9,31,0,43,12,40,10,46,29,8,7,0,6,7,17,16,36,5,23,0,0,29,31,23,23,0,35,22,10,0,19,28,38,32,25,17,29,16,5,13,19,42,14,9,6,27
2008-10-01,17,20,25,19,37,8,21,7,23,32,46,21,32,26,25,64,20,44,26,46,3,23,11,29,28,22,25,13,14,30,42,21,19,44,30,40,40,29,35,33,44,14,33,38,95,13,34,29,31,31,27,2,26,17,37,37,8,1,18,43,36,24,65,42,30,94,7,56,25,11,26,52,10,34,18,25,51,27,20,33,19,23,37,33,0,23,14,37,41,27,30,35,9,41,30,32,20,47,16,39,15,38,24,9,32,27,30,13,38,35,9,19,41,37,12,25,30,26,31,61,14,6,36,61,32,45,39,20,26,40,21,8,0,50,19,37,24,49,61,8,27,0,57,1,17,39,8,24,36,15,28,17,15,22,45,51,19,16,4,55,38,30,53,30,20,9,20,36,0,32,32,20,10,29,13,41,25,2,47,77,7,5,14,8,30,33,18,28,16,41,46,62,29,10,21,35,34,18,37,13,33,39,62,27,43,52,48,27,26,9,45,33,32,6,37,21,34,5,27,35,10,21,39,5,39,27,16,5,0,17,47,15,37,33,21,24,17,22,19,28,29,14,42,23,38,17,15,22,13,18,25,26,0,32,19,51,10,49,21,11,4,15,35,12,21,14,12,5,11,20,0,27,28,21,20,15,41,24,11,0,12,46,42,24,16,19,46,23,5,28,21,47,10,5,6,20
2008-11-01,20,21,48,33,40,9,30,27,40,34,40,11,38,32,42,68,23,40,14,45,1,40,16,31,21,23,24,24,18,10,14,25,13,27,29,47,47,40,49,28,13,13,53,40,100,13,32,37,44,57,26,2,30,21,41,36,18,1,21,37,45,33,53,33,40,46,8,48,11,13,27,55,9,26,28,34,53,31,25,25,21,43,36,37,0,21,11,42,41,31,30,40,24,34,33,42,24,46,19,33,21,34,23,21,35,52,35,31,30,31,11,13,47,42,13,18,36,29,43,39,17,25,48,53,44,24,48,26,21,39,31,8,6,74,27,35,39,43,38,31,40,32,54,1,17,51,11,29,42,5,36,16,11,24,57,59,20,16,5,66,40,27,78,37,16,1,32,66,0,27,45,34,9,29,9,39,29,2,53,61,7,6,21,0,28,27,23,34,17,41,48,53,35,18,19,26,50,12,0,13,56,50,26,32,36,50,30,29,33,10,22,32,33,26,41,23,41,14,51,35,16,31,74,11,38,30,33,14,0,25,79,0,39,32,100,18,36,26,33,31,33,12,38,0,19,42,12,23,20,25,18,35,49,23,23,38,15,52,28,6,6,16,27,13,5,15,23,6,100,0,0,40,31,24,36,0,35,26,16,0,12,36,40,33,10,28,38,23,5,13,26,47,11,4,12,18
2008-12-01,14,16,21,26,36,17,7,27,42,29,40,35,15,23,60,56,21,30,0,30,1,33,3,30,19,17,23,25,9,28,20,16,20,33,24,47,37,38,35,27,26,20,31,33,66,11,24,29,20,24,19,1,19,13,36,34,9,0,18,32,38,23,55,22,25,34,15,39,26,6,36,34,11,28,35,32,41,20,31,18,18,12,30,31,16,17,19,31,26,38,19,27,28,31,23,29,18,55,11,32,17,24,33,14,32,21,19,14,26,39,13,20,33,20,11,9,34,35,46,50,19,6,37,55,18,77,36,15,46,27,23,10,12,17,15,25,29,36,24,17,25,0,51,0,16,36,11,21,26,11,26,8,11,26,30,34,26,26,2,65,30,26,64,25,0,2,42,65,30,20,27,25,7,22,5,31,18,1,46,55,21,4,14,0,28,21,20,29,0,34,47,43,13,35,44,35,70,24,39,14,52,64,26,37,40,41,17,24,30,7,28,28,22,20,29,11,32,15,24,20,9,27,100,27,29,27,24,9,7,31,55,15,33,21,25,16,11,19,26,29,28,17,29,0,45,32,10,27,16,17,18,22,18,27,20,37,11,50,25,18,9,6,26,6,16,0,17,5,11,21,0,21,24,27,14,0,36,20,14,0,24,37,42,24,36,32,31,15,5,12,9,42,11,6,23,26
2009-01-01,19,34,30,21,34,0,27,31,37,31,41,13,30,18,51,61,21,29,0,30,4,23,8,35,25,20,24,29,14,26,22,14,25,29,27,46,46,31,34,29,12,18,31,35,76,11,18,38,21,0,19,1,20,20,39,32,13,1,19,35,30,21,50,28,26,34,31,49,29,6,13,35,14,25,45,30,46,29,23,29,19,6,33,42,14,26,12,33,25,32,26,35,20,24,27,39,21,42,16,23,13,26,23,13,34,37,22,35,36,25,18,18,34,40,11,0,39,36,37,29,12,28,15,48,21,32,100,14,22,27,21,10,37,30,29,37,37,42,49,20,21,0,51,1,21,24,5,21,25,10,23,4,0,29,36,45,33,22,4,33,35,26,64,23,15,5,20,9,21,6,29,27,11,28,7,28,29,1,36,56,13,6,16,0,27,28,13,36,0,38,44,64,8,58,35,23,91,8,72,13,48,47,24,32,38,44,26,29,25,8,37,28,32,30,33,72,30,12,33,15,15,18,84,10,35,29,30,7,6,17,46,29,32,27,24,15,26,32,21,31,29,21,34,0,37,38,16,25,16,21,0,29,22,29,13,26,12,44,24,9,7,12,78,36,17,0,21,4,81,0,0,21,30,26,7,0,36,23,14,0,17,39,37,24,12,26,36,25,5,31,12,38,8,4,43,14
2009-02-01,18,10,28,13,41,8,7,13,33,27,43,10,25,16,30,67,29,41,13,36,2,43,10,31,26,22,13,37,15,20,13,25,58,39,27,55,42,24,34,27,6,34,34,37,32,15,22,39,27,0,21,1,33,24,42,32,14,1,16,34,36,24,36,11,30,48,15,50,10,9,35,47,9,26,31,24,52,28,28,38,16,12,35,34,90,24,14,35,34,28,26,34,18,35,28,60,25,49,9,29,6,22,15,8,32,37,25,23,32,21,11,13,40,23,14,0,37,28,37,28,18,12,21,40,37,41,45,10,41,31,21,20,3,30,25,32,34,42,40,17,29,0,47,1,25,25,36,30,39,5,24,6,0,31,39,41,19,24,4,49,39,27,69,33,0,6,10,45,22,19,17,29,5,24,8,37,26,2,37,41,7,6,18,0,51,24,17,31,16,40,46,38,34,19,36,23,82,24,38,12,27,71,13,24,48,41,19,26,36,10,21,31,32,13,32,22,31,5,49,18,15,28,81,21,39,24,24,12,13,12,29,0,29,21,22,15,25,20,13,31,29,0,40,0,39,34,17,32,17,28,26,34,0,25,18,54,13,50,28,8,10,6,31,19,13,14,22,5,21,0,0,20,29,27,20,0,37,20,15,80,18,26,41,33,26,21,30,26,5,20,25,39,8,7,17,23
2009-03-01,18,18,34,28,44,22,38,3,41,35,43,9,32,15,36,81,27,32,12,39,4,36,14,32,35,25,28,25,12,43,41,31,23,32,32,53,45,29,44,34,28,19,42,43,25,18,21,41,35,21,25,2,22,21,46,35,11,1,22,34,33,27,32,19,40,29,7,47,27,11,35,50,21,35,26,29,50,25,33,34,29,11,37,36,13,24,11,34,42,27,23,45,31,42,35,40,24,63,9,15,13,31,26,27,31,43,29,21,38,36,17,6,37,31,12,15,35,36,46,55,30,53,23,73,28,50,45,31,40,37,20,11,5,44,14,43,28,48,45,15,26,0,53,1,21,25,7,33,24,9,25,10,18,29,45,45,23,19,5,68,36,23,58,19,23,6,64,32,13,6,27,44,7,26,12,37,38,2,48,49,12,7,13,21,60,37,15,37,14,47,31,78,7,26,31,29,79,18,0,11,30,57,22,27,52,44,27,27,19,11,35,35,32,17,47,19,33,18,41,16,17,33,74,0,42,35,21,17,6,22,32,0,33,21,27,11,32,24,28,34,30,17,43,0,24,37,17,69,20,25,8,40,21,20,7,35,16,51,39,7,11,8,32,17,23,13,24,5,28,55,10,34,35,25,18,0,37,22,16,0,5,28,45,36,32,19,51,25,6,21,7,45,11,11,45,20
2009-04-01,20,19,38,23,37,15,33,18,47,34,45,19,26,26,100,68,15,30,12,36,5,12,19,20,21,20,19,26,12,25,33,32,30,30,26,54,41,22,27,25,23,20,22,37,24,13,30,30,27,14,24,1,28,25,41,33,9,1,17,29,36,22,28,24,35,38,7,43,19,5,20,54,22,37,40,23,47,39,26,34,21,11,34,27,0,9,13,34,34,34,22,28,31,43,31,38,28,49,10,19,12,27,18,14,28,22,24,21,40,32,16,24,35,34,12,31,33,37,31,59,32,5,38,66,40,38,49,5,21,36,24,7,6,40,20,37,29,38,40,8,29,0,46,1,26,25,10,22,30,5,19,14,9,30,34,41,20,25,4,45,33,21,53,26,9,3,28,8,40,12,22,23,6,19,6,32,27,1,47,42,12,8,21,7,42,44,21,29,0,46,53,46,27,20,35,27,82,22,0,10,50,48,12,48,43,38,34,24,20,9,47,30,25,29,35,30,32,11,41,18,18,26,69,10,41,26,0,4,6,14,28,0,34,19,19,17,16,21,23,31,29,8,44,0,23,37,16,53,19,12,8,28,27,27,18,47,15,45,25,5,8,9,28,6,14,13,24,5,20,0,0,35,30,28,13,14,31,19,12,0,33,37,61,31,30,14,34,31,6,7,12,47,19,17,10,26
2009-05-01,21,18,22,17,34,7,13,23,34,35,38,16,31,12,51,63,23,30,12,33,5,30,9,26,36,24,17,23,15,20,37,33,23,29,32,23,47,21,35,32,28,19,37,44,33,16,20,27,43,34,23,1,25,17,37,36,11,1,20,32,35,33,26,16,47,40,13,41,9,4,23,54,12,29,35,18,48,43,28,32,23,5,33,37,0,18,11,38,33,27,18,28,32,64,31,42,27,43,12,18,6,29,20,13,29,57,28,26,37,54,11,28,36,28,12,30,40,43,39,40,24,10,36,35,52,30,39,26,29,30,29,22,13,40,22,31,27,34,37,15,33,0,47,1,39,26,5,33,37,4,15,10,4,29,41,55,31,26,5,67,24,20,69,31,4,6,18,63,0,23,23,14,15,24,6,32,27,2,48,44,18,100,18,0,46,34,24,31,14,47,30,33,15,15,27,22,30,31,0,9,27,59,44,42,36,43,15,32,8,11,24,42,28,17,24,57,35,8,41,14,15,19,70,9,37,28,14,12,6,13,30,0,31,17,25,26,23,32,17,28,32,14,40,0,44,40,7,56,23,20,0,27,26,27,14,50,20,56,43,8,10,19,54,6,30,25,23,5,28,0,10,29,32,22,24,0,28,19,14,0,21,34,41,30,14,17,33,29,7,18,4,47,17,13,35,27
2009-06-01,16,13,27,19,23,7,19,46,31,27,45,9,20,11,50,54,19,17,11,24,2,24,9,28,21,21,15,23,9,28,20,29,22,26,24,30,36,24,26,36,16,25,22,33,17,17,22,18,32,7,15,1,16,17,28,32,9,1,13,29,27,19,26,23,52,25,10,29,22,8,19,37,11,30,34,17,43,32,24,17,22,10,27,28,26,9,11,27,22,36,17,23,34,37,28,25,16,35,12,13,11,21,10,14,27,27,26,9,28,20,15,6,33,26,10,15,23,36,27,38,20,21,9,25,16,36,34,13,29,22,15,11,10,14,18,29,28,32,30,15,26,0,39,1,40,22,5,21,34,4,10,7,9,30,48,39,11,20,4,42,29,23,48,27,9,3,9,16,6,22,20,25,12,21,6,24,30,1,36,28,18,4,8,13,34,57,10,24,14,34,30,55,4,15,34,22,36,18,0,9,50,42,11,33,31,35,16,21,17,8,10,31,23,11,17,47,26,10,29,12,13,22,56,13,32,15,7,8,0,13,24,0,23,13,22,19,10,18,19,27,24,5,32,20,26,31,10,36,18,11,15,24,0,15,10,24,13,45,50,6,3,8,13,0,18,0,14,4,18,0,10,19,26,22,12,0,23,12,10,0,10,32,30,19,22,20,26,18,5,10,15,35,7,6,5,13
2009-07-01,11,9,21,17,20,7,0,9,18,29,35,14,11,7,24,47,9,22,11,9,2,19,10,28,21,16,14,8,8,13,17,13,11,22,17,16,24,35,18,19,22,21,9,25,20,12,19,40,18,7,10,1,13,13,18,22,7,0,12,27,19,10,21,21,20,27,6,26,27,5,11,36,2,13,22,18,21,15,13,22,10,0,22,21,13,9,7,16,14,15,19,16,8,25,21,24,11,27,10,5,13,10,15,14,24,23,15,15,16,17,2,6,21,21,8,0,23,23,27,26,18,10,18,12,4,16,36,9,11,8,10,9,13,5,8,25,12,31,17,0,17,0,39,0,48,18,9,11,48,0,15,7,9,29,14,22,3,17,1,49,17,20,37,25,13,2,18,31,0,6,10,14,10,11,5,20,24,1,24,32,6,3,14,7,31,21,7,17,0,27,50,22,11,17,27,11,24,10,0,9,24,39,11,19,23,26,13,17,6,5,18,28,13,17,19,38,21,4,19,3,11,19,46,14,22,14,7,5,0,10,17,13,22,16,16,6,8,10,17,16,21,5,21,0,14,16,5,36,17,16,7,17,10,15,6,18,10,30,20,4,3,3,40,0,9,0,11,3,0,0,0,18,16,11,12,13,28,12,13,0,15,15,19,13,17,18,26,15,3,18,7,24,18,3,10,8
